CODE,DESCRIPTION,LAST_UPDATED
N889,"Noninflammatory disorder of cervix uteri, unspecified",2025-09-10
N89,Other noninflammatory disorders of vagina,2025-09-10
N890,Mild vaginal dysplasia,2025-09-10
N891,Moderate vaginal dysplasia,2025-09-10
N892,"Severe vaginal dysplasia, not elsewhere classified",2025-09-10
N893,"Dysplasia of vagina, unspecified",2025-09-10
N894,Leukoplakia of vagina,2025-09-10
N895,Stricture and atresia of vagina,2025-09-10
N896,Tight hymenal ring,2025-09-10
N897,Haematocolpos,2025-09-10
N898,Other specified noninflammatory disorders of vagina,2025-09-10
N899,"Noninflammatory disorder of vagina, unspecified",2025-09-10
N90,Other noninflammatory disorders of vulva and perineum,2025-09-10
N900,Mild vulvar dysplasia,2025-09-10
N901,Moderate vulvar dysplasia,2025-09-10
N902,"Severe vulvar dysplasia, not elsewhere classified",2025-09-10
N903,"Dysplasia of vulva, unspecified",2025-09-10
N904,Leukoplakia of vulva,2025-09-10
N905,Atrophy of vulva,2025-09-10
N906,Hypertrophy of vulva,2025-09-10
N907,Vulvar cyst,2025-09-10
N908,Other specified noninflammatory disorders of vulva and perineum,2025-09-10
N909,"Noninflammatory disorder of vulva and perineum, unspecified",2025-09-10
N91,"Absent, scanty and rare menstruation",2025-09-10
N910,Primary amenorrhoea,2025-09-10
N911,Secondary amenorrhoea,2025-09-10
N912,"Amenorrhoea, unspecified",2025-09-10
N913,Primary oligomenorrhoea,2025-09-10
N914,Secondary oligomenorrhoea,2025-09-10
N915,"Oligomenorrhoea, unspecified",2025-09-10
N92,"Excessive, frequent and irregular menstruation",2025-09-10
N920,Excessive and frequent menstruation with regular cycle,2025-09-10
N921,Excessive and frequent menstruation with irregular cycle,2025-09-10
N922,Excessive menstruation at puberty,2025-09-10
N923,Ovulation bleeding,2025-09-10
N924,Excessive bleeding in the premenopausal period,2025-09-10
N925,Other specified irregular menstruation,2025-09-10
N926,"Irregular menstruation, unspecified",2025-09-10
N93,Other abnormal uterine and vaginal bleeding,2025-09-10
N930,Postcoital and contact bleeding,2025-09-10
N938,Other specified abnormal uterine and vaginal bleeding,2025-09-10
N939,"Abnormal uterine and vaginal bleeding, unspecified",2025-09-10
N94,Pain and other conditions associated with female genital organs and menstrual cycle,2025-09-10
N940,Mittelschmerz,2025-09-10
N941,Dyspareunia,2025-09-10
N942,Vaginismus,2025-09-10
N943,Premenstrual tension syndrome,2025-09-10
N944,Primary dysmenorrhoea,2025-09-10
N945,Secondary dysmenorrhoea,2025-09-10
N946,"Dysmenorrhoea, unspecified",2025-09-10
N948,Other specified conditions associated with female genital organs and menstrual cycle,2025-09-10
N949,Unspecified condition associated with female genital organs and menstrual cycle,2025-09-10
N95,Menopausal and other perimenopausal disorders,2025-09-10
N950,Postmenopausal bleeding,2025-09-10
N951,Menopausal and female climacteric states,2025-09-10
N952,Postmenopausal atrophic vaginitis,2025-09-10
N953,States associated with artificial menopause,2025-09-10
N958,Other specified menopausal and perimenopausal disorders,2025-09-10
N959,"Menopausal and perimenopausal disorder, unspecified",2025-09-10
N96,Habitual aborter,2025-09-10
N97,Female infertility,2025-09-10
N970,Female infertility associated with anovulation,2025-09-10
N971,Female infertility of tubal origin,2025-09-10
N972,Female infertility of uterine origin,2025-09-10
N973,Female infertility of cervical origin,2025-09-10
N974,Female infertility associated with male factors,2025-09-10
N978,Female infertility of other origin,2025-09-10
N979,"Female infertility, unspecified",2025-09-10
N98,Complications associated with artificial fertilization,2025-09-10
N980,Infection associated with artificial insemination,2025-09-10
N981,Hyperstimulation of ovaries,2025-09-10
N982,Complications of attempted introduction of fertilized ovum following in vitro fertilization,2025-09-10
N983,Complications of attempted introduction of embryo in embryo transfer,2025-09-10
N988,Other complications associated with artificial fertilization,2025-09-10
N989,"Complication associated with artificial fertilization, unspecified",2025-09-10
N99,"Postprocedural disorders of genitourinary system, not elsewhere classified",2025-09-10
N990,Postprocedural renal failure,2025-09-10
N991,Postprocedural urethral stricture,2025-09-10
N992,Postoperative adhesions of vagina,2025-09-10
N993,Prolapse of vaginal vault after hysterectomy,2025-09-10
N994,Postprocedural pelvic peritoneal adhesions,2025-09-10
N995,Malfunction of external stoma of urinary tract,2025-09-10
N998,Other postprocedural disorders of genitourinary system,2025-09-10
N999,"Postprocedural disorder of genitourinary system, unspecified",2025-09-10
O00,Ectopic pregnancy,2025-09-10
O000,Abdominal pregnancy,2025-09-10
O001,Tubal pregnancy,2025-09-10
O002,Ovarian pregnancy,2025-09-10
O008,Other ectopic pregnancy,2025-09-10
O009,"Ectopic pregnancy, unspecified",2025-09-10
O01,Hydatidiform mole,2025-09-10
O010,Classical hydatidiform mole,2025-09-10
O011,Incomplete and partial hydatidiform mole,2025-09-10
O019,"Hydatidiform mole, unspecified",2025-09-10
O02,Other abnormal products of conception,2025-09-10
O020,Blighted ovum and nonhydatidiform mole,2025-09-10
O021,Missed abortion,2025-09-10
O028,Other specified abnormal products of conception,2025-09-10
O029,"Abnormal product of conception, unspecified",2025-09-10
O03,Spontaneous abortion,2025-09-10
O030,"Spontaneous abortion: Incomplete, complicated by genital tract and pelvic infection",2025-09-10
O031,"Spontaneous abortion: Incomplete, complicated by delayed or excessive haemorrhage",2025-09-10
O032,"Spontaneous abortion: Incomplete, complicated by embolism",2025-09-10
O033,"Spontaneous abortion: Incomplete, with other and unspecified complications",2025-09-10
O034,"Spontaneous abortion: Incomplete, without complication",2025-09-10
O035,"Spontaneous abortion: Complete or unspecified, complicated by genital tract and pelvic infection",2025-09-10
O036,"Spontaneous abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage",2025-09-10
O037,"Spontaneous abortion: Complete or unspecified, complicated by embolism",2025-09-10
O038,"Spontaneous abortion: Complete or unspecified, with other and unspecified complications",2025-09-10
O039,"Spontaneous abortion: Complete or unspecified, without complication",2025-09-10
O04,Medical abortion,2025-09-10
O040,"Medical abortion: Incomplete, complicated by genital tract and pelvic infection",2025-09-10
O041,"Medical abortion: Incomplete, complicated by delayed or excessive haemorrhage",2025-09-10
O042,"Medical abortion: Incomplete, complicated by embolism",2025-09-10
O043,"Medical abortion: Incomplete, with other and unspecified complications",2025-09-10
O044,"Medical abortion: Incomplete, without complication",2025-09-10
O045,"Medical abortion: Complete or unspecified, complicated by genital tract and pelvic infection",2025-09-10
O046,"Medical abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage",2025-09-10
O047,"Medical abortion: Complete or unspecified, complicated by embolism",2025-09-10
O048,"Medical abortion: Complete or unspecified, with other and unspecified complications",2025-09-10
O049,"Medical abortion: Complete or unspecified, without complication",2025-09-10
O05,Other abortion,2025-09-10
O050,"Other abortion: Incomplete, complicated by genital tract and pelvic infection",2025-09-10
O051,"Other abortion: Incomplete, complicated by delayed or excessive haemorrhage",2025-09-10
O052,"Other abortion: Incomplete, complicated by embolism",2025-09-10
O053,"Other abortion: Incomplete, with other and unspecified complications",2025-09-10
O054,"Other abortion: Incomplete, without complication",2025-09-10
O055,"Other abortion: Complete or unspecified, complicated by genital tract and pelvic infection",2025-09-10
O056,"Other abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage",2025-09-10
O057,"Other abortion: Complete or unspecified, complicated by embolism",2025-09-10
O058,"Other abortion: Complete or unspecified, with other and unspecified complications",2025-09-10
O059,"Other abortion: Complete or unspecified, without complication",2025-09-10
O06,Unspecified abortion,2025-09-10
O060,"Unspecified abortion: Incomplete, complicated by genital tract and pelvic infection",2025-09-10
O061,"Unspecified abortion: Incomplete, complicated by delayed or excessive haemorrhage",2025-09-10
O062,"Unspecified abortion: Incomplete, complicated by embolism",2025-09-10
O063,"Unspecified abortion: Incomplete, with other and unspecified complications",2025-09-10
O064,"Unspecified abortion: Incomplete, without complication",2025-09-10
O065,"Unspecified abortion: Complete or unspecified, complicated by genital tract and pelvic infection",2025-09-10
O066,"Unspecified abortion: Complete or unspecified, complicated by delayed or excessive haemorrhage",2025-09-10
O067,"Unspecified abortion: Complete or unspecified, complicated by embolism",2025-09-10
O068,"Unspecified abortion: Complete or unspecified, with other and unspecified complications",2025-09-10
O069,"Unspecified abortion: Complete or unspecified, without complication",2025-09-10
O07,Failed attempted abortion,2025-09-10
O070,"Failed medical abortion, complicated by genital tract and pelvic infection",2025-09-10
O071,"Failed medical abortion, complicated by delayed or excessive haemorrhage",2025-09-10
O072,"Failed medical abortion, complicated by embolism",2025-09-10
O073,"Failed medical abortion, with other and unspecified complications",2025-09-10
O074,"Failed medical abortion, without complication",2025-09-10
O075,"Other and unspecified failed attempted abortion, complicated by genital tract and pelvic infection",2025-09-10
O076,"Other and unspecified failed attempted abortion, complicated by delayed or excessive haemorrhage",2025-09-10
O077,"Other and unspecified failed attempted abortion, complicated by embolism",2025-09-10
O078,"Other and unspecified failed attempted abortion, with other and unspecified complications",2025-09-10
O079,"Other and unspecified failed attempted abortion, without complication",2025-09-10
O08,Complications following abortion and ectopic and molar pregnancy,2025-09-10
O080,Genital tract and pelvic infection following abortion and ectopic and molar pregnancy,2025-09-10
O081,Delayed or excessive haemorrhage following abortion and ectopic and molar pregnancy,2025-09-10
O082,Embolism following abortion and ectopic and molar pregnancy,2025-09-10
O083,Shock following abortion and ectopic and molar pregnancy,2025-09-10
O084,Renal failure following abortion and ectopic and molar pregnancy,2025-09-10
O085,Metabolic disorders following abortion and ectopic and molar pregnancy,2025-09-10
O086,Damage to pelvic organs and tissues following abortion and ectopic and molar pregnancy,2025-09-10
O087,Other venous complications following abortion and ectopic and molar pregnancy,2025-09-10
O088,Other complications following abortion and ectopic and molar pregnancy,2025-09-10
O089,"Complication following abortion and ectopic and molar pregnancy, unspecified",2025-09-10
O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",2025-09-10
O100,"Pre-existing essential hypertension complicating pregnancy, childbirth and the puerperium",2025-09-10
O101,"Pre-existing hypertensive heart disease complicating pregnancy, childbirth and the puerperium",2025-09-10
O102,"Pre-existing hypertensive renal disease complicating pregnancy, childbirth and the puerperium",2025-09-10
O103,"Pre-existing hypertensive heart and renal disease complicating pregnancy, childbirth and the puerperium",2025-09-10
O104,"Pre-existing secondary hypertension complicating pregnancy, childbirth and the puerperium",2025-09-10
O109,"Unspecified pre-existing hypertension complicating pregnancy, childbirth and the puerperium",2025-09-10
O11,Pre-eclampsia superimposed on chronic hypertension,2025-09-10
O12,Gestational [pregnancy-induced] oedema and proteinuria without hypertension,2025-09-10
O120,Gestational oedema,2025-09-10
O121,Gestational proteinuria,2025-09-10
O122,Gestational oedema with proteinuria,2025-09-10
O13,Gestational [pregnancy-induced] hypertension,2025-09-10
O14,Pre-eclampsia,2025-09-10
O140,Mild to moderate pre-eclampsia,2025-09-10
O141,Severe pre-eclampsia,2025-09-10
O142,HELLP syndrome,2025-09-10
O149,"Pre-eclampsia, unspecified",2025-09-10
O15,Eclampsia,2025-09-10
O150,Eclampsia in pregnancy,2025-09-10
O151,Eclampsia in labour,2025-09-10
O152,Eclampsia in the puerperium,2025-09-10
O159,"Eclampsia, unspecified as to time period",2025-09-10
O16,Unspecified maternal hypertension,2025-09-10
O20,Haemorrhage in early pregnancy,2025-09-10
O200,Threatened abortion,2025-09-10
O208,Other haemorrhage in early pregnancy,2025-09-10
O209,"Haemorrhage in early pregnancy, unspecified",2025-09-10
O21,Excessive vomiting in pregnancy,2025-09-10
O210,Mild hyperemesis gravidarum,2025-09-10
O211,Hyperemesis gravidarum with metabolic disturbance,2025-09-10
O212,Late vomiting of pregnancy,2025-09-10
O218,Other vomiting complicating pregnancy,2025-09-10
O219,"Vomiting of pregnancy, unspecified",2025-09-10
O22,Venous complications and haemorrhoids in pregnancy,2025-09-10
O220,Varicose veins of lower extremity in pregnancy,2025-09-10
O221,Genital varices in pregnancy,2025-09-10
O222,Superficial thrombophlebitis in pregnancy,2025-09-10
O223,Deep phlebothrombosis in pregnancy,2025-09-10
O224,Haemorrhoids in pregnancy,2025-09-10
O225,Cerebral venous thrombosis in pregnancy,2025-09-10
O228,Other venous complications in pregnancy,2025-09-10
O229,"Venous complication in pregnancy, unspecified",2025-09-10
O23,Infections of genitourinary tract in pregnancy,2025-09-10
O230,Infections of kidney in pregnancy,2025-09-10
O231,Infections of bladder in pregnancy,2025-09-10
O232,Infections of urethra in pregnancy,2025-09-10
O233,Infections of other parts of urinary tract in pregnancy,2025-09-10
O234,Unspecified infection of urinary tract in pregnancy,2025-09-10
O235,Infections of the genital tract in pregnancy,2025-09-10
O239,Other and unspecified genitourinary tract infection in pregnancy,2025-09-10
O24,Diabetes mellitus in pregnancy,2025-09-10
O240,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, insulin-dependent",2025-09-10
O241,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, non-insulin-dependent",2025-09-10
O242,Diabetes mellitus in pregnancy: Pre-existing malnutrition-related diabetes mellitus,2025-09-10
O243,"Diabetes mellitus in pregnancy: Pre-existing diabetes mellitus, unspecified",2025-09-10
O244,Diabetes mellitus arising in pregnancy,2025-09-10
O249,"Diabetes mellitus in pregnancy, unspecified",2025-09-10
O25,Malnutrition in pregnancy,2025-09-10
O26,Maternal care for other conditions predominantly related to pregnancy,2025-09-10
O260,Excessive weight gain in pregnancy,2025-09-10
O261,Low weight gain in pregnancy,2025-09-10
O262,Pregnancy care of habitual aborter,2025-09-10
O263,Retained intrauterine contraceptive device in pregnancy,2025-09-10
O264,Herpes gestationis,2025-09-10
O265,Maternal hypotension syndrome,2025-09-10
O266,"Liver disorders in pregnancy, childbirth and the puerperium",2025-09-10
O267,"Subluxation of symphysis (pubis) in pregnancy, childbirth and the puerperium",2025-09-10
O268,Other specified pregnancy-related conditions,2025-09-10
O269,"Pregnancy-related condition, unspecified",2025-09-10
O28,Abnormal findings on antenatal screening of mother,2025-09-10
